timestamp,entry_price,result,exit_time,exit_price,gross_roi,net_roi
2025-05-30 15:11:00,3645.0,TP,2025-05-30 15:15:00,3655.9349999999995,0.0029999999999998916,0.0019999999999998916
2025-05-30 15:18:00,3628.0,TP,2025-05-30 15:23:00,3638.8839999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 15:24:00,3636.0,TP,2025-05-30 15:27:00,3646.9079999999994,0.0029999999999998916,0.0019999999999998916
2025-05-30 15:37:00,3634.0,SL,2025-05-30 15:41:00,3626.732,-0.0020000000000000018,-0.003000000000000002
2025-05-30 15:46:00,3634.0,TP,2025-05-30 15:50:00,3644.9019999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 16:01:00,3614.0,TP,2025-05-30 16:06:00,3624.8419999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 16:25:00,3568.0,TP,2025-05-30 16:26:00,3578.7039999999997,0.0029999999999998916,0.0019999999999998916
2025-05-30 16:32:00,3523.0,SL,2025-05-30 16:33:00,3515.954,-0.0020000000000000018,-0.003000000000000002
2025-05-30 16:34:00,3515.0,TP,2025-05-30 16:35:00,3525.5449999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 16:36:00,3508.0,TP,2025-05-30 16:37:00,3518.5239999999994,0.0029999999999998916,0.0019999999999998916
2025-05-30 16:38:00,3525.0,TP,2025-05-30 16:39:00,3535.575,0.0029999999999998916,0.0019999999999998916
2025-05-30 16:40:00,3537.0,SL,2025-05-30 16:41:00,3529.926,-0.0020000000000000018,-0.003000000000000002
2025-05-30 16:46:00,3528.0,TP,2025-05-30 16:48:00,3538.584,0.0029999999999998916,0.0019999999999998916
2025-05-30 16:51:00,3522.0,TP,2025-05-30 16:54:00,3532.566,0.0029999999999998916,0.0019999999999998916
2025-05-30 17:01:00,3524.0,SL,2025-05-30 17:03:00,3516.9519999999998,-0.002000000000000113,-0.003000000000000113
2025-05-30 17:04:00,3518.0,TP,2025-05-30 17:05:00,3528.5539999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 17:06:00,3542.0,TP,2025-05-30 17:09:00,3552.6259999999997,0.0029999999999998916,0.0019999999999998916
2025-05-30 17:14:00,3538.0,SL,2025-05-30 17:17:00,3530.924,-0.0020000000000000018,-0.003000000000000002
2025-05-30 17:26:00,3514.0,TP,2025-05-30 17:30:00,3524.5419999999995,0.0029999999999998916,0.0019999999999998916
2025-05-30 17:32:00,3521.0,SL,2025-05-30 17:33:00,3513.958,-0.0020000000000000018,-0.003000000000000002
2025-05-30 17:34:00,3522.0,TP,2025-05-30 17:38:00,3532.566,0.0029999999999998916,0.0019999999999998916
2025-05-30 17:47:00,3507.0,TP,2025-05-30 17:50:00,3517.5209999999997,0.0029999999999998916,0.0019999999999998916
2025-05-30 17:51:00,3515.0,TP,2025-05-30 17:56:00,3525.5449999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 17:57:00,3524.0,TP,2025-05-30 18:02:00,3534.5719999999997,0.0029999999999998916,0.0019999999999998916
2025-05-30 18:03:00,3528.0,TP,2025-05-30 18:07:00,3538.584,0.0029999999999998916,0.0019999999999998916
2025-05-30 18:14:00,3541.0,TP,2025-05-30 18:16:00,3551.6229999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 18:18:00,3544.0,TP,2025-05-30 18:21:00,3554.6319999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 18:22:00,3558.0,TP,2025-05-30 18:26:00,3568.6739999999995,0.0029999999999998916,0.0019999999999998916
2025-05-30 18:32:00,3557.0,TP,2025-05-30 18:37:00,3567.671,0.0029999999999998916,0.0019999999999998916
2025-05-30 19:33:00,3560.0,TP,2025-05-30 19:37:00,3570.68,0.0029999999999998916,0.0019999999999998916
2025-05-30 19:53:00,3554.0,TP,2025-05-30 19:56:00,3564.662,0.0029999999999998916,0.0019999999999998916
2025-05-30 20:14:00,3539.0,TP,2025-05-30 20:19:00,3549.6169999999997,0.0029999999999998916,0.0019999999999998916
2025-05-30 20:37:00,3535.0,TP,2025-05-30 20:42:00,3545.6049999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 21:20:00,3535.0,TP,2025-05-30 21:23:00,3545.6049999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 22:07:00,3504.0,TP,2025-05-30 22:08:00,3514.5119999999997,0.0029999999999998916,0.0019999999999998916
2025-05-30 22:19:00,3493.0,TP,2025-05-30 22:23:00,3503.479,0.0029999999999998916,0.0019999999999998916
2025-05-30 22:29:00,3470.0,TP,2025-05-30 22:35:00,3480.4099999999994,0.0029999999999998916,0.0019999999999998916
2025-05-30 22:44:00,3454.0,TP,2025-05-30 22:47:00,3464.3619999999996,0.0029999999999998916,0.0019999999999998916
2025-05-30 22:48:00,3473.0,TP,2025-05-30 22:50:00,3483.4189999999994,0.0029999999999998916,0.0019999999999998916
